Chromosome	Start	End	Karyotype_band	Strand	Gene_stable_ID	Gene_name	HGNC_symbol	Gene_type
3	9691117	9744077	p25.3	1	ENSG00000163719	MTMR14	MTMR14	protein_coding
3	38166783	38166885	p22.2	-1	ENSG00000201965	Y_RNA		misc_RNA
3	140833966	140843024	q23	-1	ENSG00000251270	RP11-231L11.1		antisense
3	38311774	38312258	p22.2	-1	ENSG00000237982	RP11-815I22.1		pseudogene
3	140977260	140977621	q23	1	ENSG00000241400	RP11-764I5.1		pseudogene
3	140986195	141085979	q23	-1	ENSG00000249417	RP11-438D8.2		antisense
3	141026454	141026775	q23	-1	ENSG00000249540	RP11-789L4.1		pseudogene
3	141189476	141190744	q23	-1	ENSG00000215606	KRT18P35	KRT18P35	pseudogene
3	141243975	141244963	q23	1	ENSG00000250170	RASA2-IT1	RASA2-IT1	sense_intronic
3	182895831	183146566	q27.1	-1	ENSG00000053524	MCF2L2	MCF2L2	protein_coding
3	141319118	141319421	q23	-1	ENSG00000249986	YWHAQP6	YWHAQP6	pseudogene
3	141382041	141439915	q23	1	ENSG00000242104	RP11-340E6.1		lincRNA
3	141427858	141428674	q23	-1	ENSG00000241899	TPT1P3	TPT1P3	pseudogene
3	50378541	50384283	p21.31	-1	ENSG00000004838	ZMYND10	ZMYND10	protein_coding
3	137780832	137834660	q22.3	-1	ENSG00000158163	DZIP1L	DZIP1L	protein_coding
3	141443267	141443368	q23	1	ENSG00000241526	RP11-144C9.1		pseudogene
3	141506753	141506851	q23	1	ENSG00000265391	AC112504.1		miRNA
3	141583849	141584121	q23	-1	ENSG00000228398	HMGN2P25	HMGN2P25	pseudogene
3	113847499	113918254	q13.31	-1	ENSG00000151577	DRD3	DRD3	protein_coding
3	141621766	141621872	q23	-1	ENSG00000200389	RNU6-509P	RNU6-509P	snRNA
3	141637094	141637863	q23	-1	ENSG00000244124	ATP1B3-AS1	ATP1B3-AS1	antisense
3	141663270	141666233	q23	-1	ENSG00000269905	RP11-271K21.11		lincRNA
3	141762465	141763040	q23	-1	ENSG00000233597	RP11-343B5.1		pseudogene
3	141864296	141864397	q23	1	ENSG00000206604	RNU6-425P	RNU6-425P	snRNA
3	141876369	141880820	q23	-1	ENSG00000272565	RP11-485G4.2		lincRNA
3	142126499	142126579	q23	-1	ENSG00000251804	RNU6-1294P	RNU6-1294P	snRNA
3	95373267	95402037	q11.2	-1	ENSG00000244681	MTHFD2P1	MTHFD2P1	pseudogene
3	38345264	38345370	p22.2	-1	ENSG00000199514	RNU6-235P	RNU6-235P	snRNA
3	38366728	38370561	p22.2	-1	ENSG00000230123	DLEC1P1	DLEC1P1	pseudogene
3	142139047	142139211	q23	-1	ENSG00000202125	RNU1-100P	RNU1-100P	snRNA
3	95885661	95885746	q11.2	-1	ENSG00000221477	AC108739.1		miRNA
3	142160528	142160604	q23	1	ENSG00000255637	AC109992.1		pseudogene
3	95963576	95964179	q11.2	-1	ENSG00000271671	RP11-598F17.2		pseudogene
3	38492518	38496311	p22.2	-1	ENSG00000229589	ACVR2B-AS1	ACVR2B-AS1	antisense
3	96068398	96069783	q11.2	1	ENSG00000243547	HNRNPKP4	HNRNPKP4	pseudogene
3	142168944	142170991	q23	1	ENSG00000242479	RP11-383G6.4		pseudogene
3	96152159	96152254	q11.2	-1	ENSG00000216136	AC108697.1		miRNA
3	96285201	96285947	q11.2	1	ENSG00000241815	RP11-124D9.1		pseudogene
3	38546971	38547072	p22.2	-1	ENSG00000207512	Y_RNA		misc_RNA
3	38556939	38557321	p22.2	-1	ENSG00000230683	DDTP1	DDTP1	pseudogene
3	142184157	142191179	q23	-1	ENSG00000244327	RP11-383G6.3		sense_overlapping
3	142299752	142301241	q23	1	ENSG00000242390	RPL6P9	RPL6P9	pseudogene
3	142310519	142310633	q23	-1	ENSG00000252745	RNA5SP143	RNA5SP143	rRNA
3	142373626	142375587	q23	-1	ENSG00000239641	PLS1-AS1	PLS1-AS1	antisense
3	142392439	142392746	q23	1	ENSG00000199319	RN7SKP25	RN7SKP25	misc_RNA
3	38568293	38568816	p22.2	-1	ENSG00000232439	RPL18AP7	RPL18AP7	pseudogene
3	142520049	142520110	q23	1	ENSG00000251787	RNU7-47P	RNU7-47P	snRNA
3	187166633	187167238	q27.3	1	ENSG00000228952	RP11-567G11.1		lincRNA
3	142545938	142546570	q23	-1	ENSG00000240950	RP11-372E1.1		pseudogene
3	187461474	187463208	q27.3	1	ENSG00000223401	RP11-211G3.2		lincRNA
3	142645517	142661376	q23	1	ENSG00000243818	RP11-372E1.4		antisense
3	187513975	187523046	q27.3	1	ENSG00000224049	RP11-30O15.1		lincRNA
3	187650552	187664009	q27.3	-1	ENSG00000236864	RP11-44H4.1		lincRNA
3	187676563	187694195	q27.3	-1	ENSG00000224187	RP11-132N15.3		lincRNA
3	185823457	186080026	q27.3	-1	ENSG00000058866	DGKG	DGKG	protein_coding
3	142679214	142679385	q23	1	ENSG00000241592	RP11-372E1.7		pseudogene
3	142681796	142720401	q23	1	ENSG00000241570	RP11-372E1.6		antisense
3	96327658	96327761	q11.2	-1	ENSG00000199286	RNU6-1094P	RNU6-1094P	snRNA
3	96338148	96338675	q11.2	1	ENSG00000218754	RPL18AP8	RPL18AP8	pseudogene
3	96385038	96385123	q11.2	-1	ENSG00000212031	AC117444.1		miRNA
3	96472029	96473515	q11.2	1	ENSG00000241018	RCC2P5	RCC2P5	pseudogene
3	96495789	96496527	q11.2	1	ENSG00000176243	CDV3P1	CDV3P1	pseudogene
3	9745491	9771592	p25.3	1	ENSG00000144550	CPNE9	CPNE9	protein_coding
3	97200021	97200350	q11.2	-1	ENSG00000251172	RP11-529P9.1		pseudogene
3	97478367	97480374	q11.2	1	ENSG00000261292	RP11-389G6.3		sense_overlapping
3	97772218	97772583	q11.2	1	ENSG00000250750	OR5BM1P	OR5BM1P	pseudogene
3	97818752	97866978	q11.2	-1	ENSG00000249225	RP11-343D2.11		antisense
3	97823598	97824516	q11.2	1	ENSG00000251090	OR5AC4P	OR5AC4P	pseudogene
3	132757235	133116636	q22.1	1	ENSG00000144868	TMEM108	TMEM108	protein_coding
3	42850938	43097363	p22.1	1	ENSG00000273291	KRBOX1		protein_coding
3	97838035	97838575	q11.2	1	ENSG00000248365	POU5F1P7	POU5F1P7	pseudogene
3	97916055	97916982	q11.2	1	ENSG00000249321	OR5H5P	OR5H5P	pseudogene
3	97926267	97927185	q11.2	1	ENSG00000249975	OR5H3P	OR5H3P	pseudogene
3	97940888	97941810	q11.2	1	ENSG00000248507	OR5H4P	OR5H4P	pseudogene
3	97952495	98176742	q11.2	1	ENSG00000251088	RP11-325B23.2		lincRNA
3	97957196	97958125	q11.2	1	ENSG00000187900	OR5H7P	OR5H7P	pseudogene
3	98152878	98153691	q11.2	1	ENSG00000244653	UBFD1P1	UBFD1P1	pseudogene
3	98241414	98244178	q11.2	1	ENSG00000248839	RP11-227H4.5		antisense
3	98243905	98244118	q11.2	-1	ENSG00000250562	RPL38P4	RPL38P4	pseudogene
3	98338909	98339462	q12.1	1	ENSG00000240827	RP11-227H4.1		pseudogene
3	98342793	98342888	q12.1	-1	ENSG00000266233	AC021660.1		miRNA
3	98376646	98379414	q12.1	1	ENSG00000244153	WWP1P1	WWP1P1	pseudogene
3	98433174	98451495	q12.1	-1	ENSG00000239445	ST3GAL6-AS1	ST3GAL6-AS1	antisense
3	42850975	42984284	p22.1	1	ENSG00000240747	KRBOX1	KRBOX1	protein_coding
3	98501032	98502037	q12.1	1	ENSG00000249274	PDLIM1P4	PDLIM1P4	pseudogene
3	98523822	98523928	q12.1	-1	ENSG00000206712	RNU6-26P	RNU6-26P	snRNA
3	187715210	187721778	q27.3	-1	ENSG00000225058	RP11-132N15.1		lincRNA
3	187719488	187721194	q27.3	-1	ENSG00000236412	RP11-132N15.2		lincRNA
3	187824884	187864808	q27.3	1	ENSG00000234238	RP11-430L16.1		lincRNA
3	187868994	187871845	q27.3	-1	ENSG00000270959	LPP-AS2	LPP-AS2	antisense
3	188280026	188286454	q28	-1	ENSG00000224563	LPP-AS1	LPP-AS1	antisense
3	188348429	188348490	q28	-1	ENSG00000264114	AC063932.1		miRNA
3	188406569	188406654	q28	1	ENSG00000207651	MIR28	MIR28	miRNA
3	188659504	188665428	q28	-1	ENSG00000234076	TPRG1-AS1	TPRG1-AS1	lincRNA
3	188707171	188707924	q28	-1	ENSG00000236182	RP11-297K7.1		pseudogene
3	188956475	188958383	q28	-1	ENSG00000230115	TPRG1-AS2	TPRG1-AS2	antisense
3	189363116	189363255	q28	-1	ENSG00000227971	RP11-600G3.1		pseudogene
3	98621268	98737406	q12.1	1	ENSG00000239462	CTD-2021J15.1		antisense
3	38841787	38841885	p22.2	-1	ENSG00000222719	AC116038.2		miRNA
3	38865393	38866793	p22.2	1	ENSG00000231243	RP11-134J21.1		antisense
3	13573824	13679922	p25.1	1	ENSG00000163520	FBLN2	FBLN2	protein_coding
3	38948805	38948880	p22.2	1	ENSG00000215941	AC116038.1		miRNA
3	39067478	39067584	p22.2	1	ENSG00000206708	RNU6-1227P	RNU6-1227P	snRNA
3	39255684	39256163	p22.2	1	ENSG00000215034	DSTNP4	DSTNP4	pseudogene
3	39327476	39329411	p22.2	1	ENSG00000270367	RP11-331G2.6		pseudogene
3	39376470	39377430	p22.2	1	ENSG00000228168	HNRNPA1P21	HNRNPA1P21	pseudogene
3	137842560	137851229	q22.3	-1	ENSG00000118017	A4GNT	A4GNT	protein_coding
3	189547711	189547798	q28	1	ENSG00000216058	MIR944	MIR944	miRNA
3	189686819	189687650	q28	-1	ENSG00000230077	MTAPP2	MTAPP2	pseudogene
3	189831723	189832061	q28	1	ENSG00000265045	RN7SL486P	RN7SL486P	misc_RNA
3	189838753	189862635	q28	1	ENSG00000225764	LEPREL1-AS1	LEPREL1-AS1	antisense
3	42897497	42917633	p22.1	-1	ENSG00000180432	CYP8B1	CYP8B1	protein_coding
3	113953483	113956425	q13.31	-1	ENSG00000174255	ZNF80	ZNF80	protein_coding
3	189861445	189861532	q28	1	ENSG00000252733	AC067718.1		miRNA
3	189883206	189883312	q28	-1	ENSG00000212489	RNU6-1109P	RNU6-1109P	snRNA
3	189884553	189885440	q28	1	ENSG00000238077	NMNAT1P3	NMNAT1P3	pseudogene
3	190342384	190342958	q28	1	ENSG00000231047	GCNT1P3	GCNT1P3	pseudogene
3	190359952	190360292	q28	1	ENSG00000223117	RN7SKP296	RN7SKP296	misc_RNA
3	190377005	190377539	q28	1	ENSG00000273370	RP11-268E23.2		lincRNA
3	137879854	137893791	q22.3	-1	ENSG00000138231	DBR1	DBR1	protein_coding
3	190415712	190416637	q28	-1	ENSG00000228730	RP11-95L3.2		lincRNA
3	113995760	114029135	q13.31	1	ENSG00000181847	TIGIT	TIGIT	protein_coding
3	42947223	42960825	p22.1	1	ENSG00000182983	ZNF662	ZNF662	protein_coding
3	39379620	39380370	p22.2	-1	ENSG00000238267	RP11-241K18.2		pseudogene
3	9773413	9789702	p25.3	1	ENSG00000156983	BRPF1	BRPF1	protein_coding
3	39400036	39401413	p22.1	1	ENSG00000223668	EEF1A1P24	EEF1A1P24	pseudogene
3	39449880	39450030	p22.1	1	ENSG00000206760	SNORA6	SNORA6	snoRNA
3	39452545	39452697	p22.1	1	ENSG00000202363	SNORA62	SNORA62	snoRNA
3	39458971	39459056	p22.1	1	ENSG00000264724	AC099332.1		miRNA
3	39685129	39686196	p22.1	1	ENSG00000230757	NFU1P1	NFU1P1	pseudogene
3	40011616	40011757	p22.1	1	ENSG00000201570	RNU4-56P	RNU4-56P	snRNA
3	40250496	40250793	p22.1	1	ENSG00000265327	RN7SL411P	RN7SL411P	misc_RNA
3	40280099	40280232	p22.1	1	ENSG00000202517	SNORA64		snoRNA
3	40355293	40494820	p22.1	-1	ENSG00000223797	ENTPD3-AS1	ENTPD3-AS1	antisense
3	40364206	40364770	p22.1	-1	ENSG00000230274	PGAM1P3	PGAM1P3	pseudogene
3	40507957	40510078	p22.1	1	ENSG00000272452	RP11-391M1.4		lincRNA
3	133118839	133194066	q22.1	1	ENSG00000170819	BFSP2	BFSP2	protein_coding
3	50384761	50388522	p21.31	-1	ENSG00000114388	NPRL2	NPRL2	protein_coding
3	190432600	190434188	q28	1	ENSG00000232610	CCT6P4	CCT6P4	pseudogene
3	190548754	190549962	q28	1	ENSG00000214147	RP11-332P22.2		pseudogene
3	190931080	190952394	q28	-1	ENSG00000233308	OSTN-AS1	OSTN-AS1	antisense
3	191275113	191308145	q28	1	ENSG00000223812	RP11-197K6.1		lincRNA
3	191358924	191359026	q28	1	ENSG00000201860	Y_RNA		misc_RNA
3	191359118	191359213	q28	-1	ENSG00000200270	Y_RNA		misc_RNA
3	191670138	191670615	q28	-1	ENSG00000237653	RP11-655G22.2		pseudogene
3	191693743	191693813	q28	1	ENSG00000216020	AC026320.1		miRNA
3	191747669	191754346	q28	1	ENSG00000232353	RP11-655G22.1		lincRNA
3	191810911	191811225	q28	1	ENSG00000222583	RN7SKP222	RN7SKP222	misc_RNA
3	191955826	192000886	q28	1	ENSG00000231383	FGF12-AS1	FGF12-AS1	antisense
3	192232811	192234362	q28	1	ENSG00000230126	FGF12-AS2	FGF12-AS2	antisense
3	114056941	114866118	q13.31	-1	ENSG00000181722	ZBTB20	ZBTB20	protein_coding
3	192234620	192239187	q28	1	ENSG00000226709	FGF12-AS3	FGF12-AS3	antisense
3	192251798	192251901	q28	-1	ENSG00000238902	snoU13		snoRNA
3	192447344	192447505	q29	-1	ENSG00000200184	RNU1-20P	RNU1-20P	snRNA
3	192862253	192894653	q29	-1	ENSG00000232130	RP11-143P4.2		lincRNA
3	192873245	192874997	q29	-1	ENSG00000236229	VEZF1P1	VEZF1P1	pseudogene
3	193025033	193032151	q29	1	ENSG00000236508	ATP13A5-AS1	ATP13A5-AS1	antisense
3	193271002	193272877	q29	1	ENSG00000225473	ATP13A4-AS1	ATP13A4-AS1	antisense
3	193296601	193310879	q29	-1	ENSG00000236297	RP11-175P19.2		pseudogene
3	193336398	193345126	q29	-1	ENSG00000224855	OPA1-AS1	OPA1-AS1	antisense
3	193341978	193342090	q29	1	ENSG00000207370	Y_RNA		misc_RNA
3	193458262	193458510	q29	-1	ENSG00000243991	RN7SL447P	RN7SL447P	misc_RNA
3	193483470	193483792	q29	1	ENSG00000223986	RP11-528A4.3		pseudogene
3	193560349	193561813	q29	-1	ENSG00000229155	RP11-528A4.2		lincRNA
3	193675161	193721448	q29	-1	ENSG00000214146	RP11-699L21.1		lincRNA
3	193698403	193723887	q29	1	ENSG00000238043	RP11-699L21.2		lincRNA
3	98627303	98627408	q12.1	1	ENSG00000207331	RNU6-1263P	RNU6-1263P	snRNA
3	98699902	98701940	q12.1	1	ENSG00000240476	LINC00973	LINC00973	lincRNA
3	98934068	98935110	q12.1	-1	ENSG00000241305	ACTG1P13	ACTG1P13	pseudogene
3	99045221	99045396	q12.1	-1	ENSG00000240572	RP11-121C1.1		pseudogene
3	99085645	99085733	q12.1	-1	ENSG00000266030	AC078828.1		miRNA
3	99219191	99224352	q12.1	1	ENSG00000243296	RP11-779P15.1		lincRNA
3	99226031	99245957	q12.1	-1	ENSG00000243089	RP11-779P15.2		lincRNA
3	99316908	99342664	q12.1	1	ENSG00000244464	RP11-201E8.1		lincRNA
3	40540382	40540494	p22.1	-1	ENSG00000199906	RNU5B-2P	RNU5B-2P	snRNA
3	40628026	40628919	p22.1	-1	ENSG00000234067	RPL5P10	RPL5P10	pseudogene
3	40637698	40638985	p22.1	-1	ENSG00000226845	EEF1GP3	EEF1GP3	pseudogene
3	40644616	40646918	p22.1	-1	ENSG00000226302	RP11-528N21.1		lincRNA
3	193711120	193711774	q29	-1	ENSG00000224403	DPPA2P3	DPPA2P3	pseudogene
3	182971032	183016292	q27.1	1	ENSG00000176597	B3GNT5	B3GNT5	protein_coding
3	40740557	40740829	p22.1	-1	ENSG00000229072	HMGN2P24	HMGN2P24	pseudogene
3	40803036	40803290	p22.1	1	ENSG00000234287	RP11-761N21.2		pseudogene
3	40807698	40904117	p22.1	1	ENSG00000231873	RP11-761N21.1		lincRNA
3	193723226	193788759	q29	-1	ENSG00000230102	RP11-407B7.1		processed_transcript
3	43020759	43101703	p22.1	1	ENSG00000144649	FAM198A	FAM198A	protein_coding
3	41012032	41013069	p22.1	-1	ENSG00000233096	RP11-520A21.1		lincRNA
3	43120724	43147568	p22.1	-1	ENSG00000144647	POMGNT2	POMGNT2	protein_coding
3	41203778	41210038	p22.1	-1	ENSG00000233919	RP11-372H2.1		lincRNA
3	9791628	9829903	p25.3	1	ENSG00000114026	OGG1	OGG1	protein_coding
3	41690747	41690828	p22.1	1	ENSG00000221337	AC099537.1		miRNA
3	177990720	178562217	q26.32	1	ENSG00000197584	KCNMB2	KCNMB2	protein_coding
3	129366635	129612419	q22.1	-1	ENSG00000172765	TMCC1	TMCC1	protein_coding
3	99410324	99410415	q12.1	-1	ENSG00000263810	AC055723.1		miRNA
3	99521543	99524902	q12.1	-1	ENSG00000273374	RP11-383I23.2		lincRNA
3	99683158	99683242	q12.1	-1	ENSG00000264897	MIR3921	MIR3921	miRNA
3	99898411	99900574	q12.1	1	ENSG00000261533	RP11-15N24.4		sense_overlapping
3	99940365	99940436	q12.1	-1	ENSG00000238377	SNORD61		snoRNA
3	99944218	99944917	q12.1	1	ENSG00000243974	VTI1BP1	VTI1BP1	pseudogene
3	100080031	100080481	q12.2	1	ENSG00000273488	RP11-114I8.4		lincRNA
3	100364965	100365041	q12.2	1	ENSG00000252989	SNORA31		snoRNA
3	100383894	100384320	q12.2	-1	ENSG00000243495	GMFBP1	GMFBP1	pseudogene
3	100629819	100631019	q12.2	-1	ENSG00000213431	RP11-301G23.1		pseudogene
3	100671471	100671577	q12.2	1	ENSG00000201642	RNU6-865P	RNU6-865P	snRNA
3	100881938	100882830	q12.2	1	ENSG00000242573	ACTR3P3	ACTR3P3	pseudogene
3	66119285	66438540	p14.1	1	ENSG00000144741	SLC25A26	SLC25A26	protein_coding
3	43328004	43466256	p22.1	1	ENSG00000163788	SNRK	SNRK	protein_coding
3	178735011	178790067	q26.32	-1	ENSG00000172667	ZMAT3	ZMAT3	protein_coding
3	13857755	13921618	p25.1	-1	ENSG00000154764	WNT7A	WNT7A	protein_coding
3	142719749	142720309	q23	-1	ENSG00000268129	RP11-91G21.1		lincRNA
3	142830644	142831201	q24	1	ENSG00000243733	RP11-80H8.3		lincRNA
3	142842204	142850735	q24	1	ENSG00000241679	RP11-80H8.4		lincRNA
3	142884490	142884579	q24	1	ENSG00000211483	AC018450.1		miRNA
3	142895127	142897307	q24	1	ENSG00000244171	PBX2P1	PBX2P1	pseudogene
3	143031909	143033271	q24	-1	ENSG00000240888	RP13-635I23.3		sense_intronic
3	143061088	143065913	q24	1	ENSG00000240012	SLC9A9-AS1	SLC9A9-AS1	antisense
3	143100180	143101003	q24	1	ENSG00000244493	SLC9A9-AS2	SLC9A9-AS2	antisense
3	137906109	138017231	q22.3	1	ENSG00000114098	ARMC8	ARMC8	protein_coding
3	143222117	143223115	q24	-1	ENSG00000243033	GAPDHP47	GAPDHP47	pseudogene
3	158363611	158390482	q25.32	-1	ENSG00000079257	LXN	LXN	protein_coding
3	143235965	143237071	q24	-1	ENSG00000243759	ST13P15	ST13P15	pseudogene
3	143339370	143346532	q24	1	ENSG00000248374	RP11-501M7.1		pseudogene
3	143574581	143574985	q24	-1	ENSG00000235110	RP11-8J23.1		pseudogene
3	100920676	100920779	q12.3	1	ENSG00000238312	snoU13		snoRNA
3	101076136	101078086	q12.3	1	ENSG00000241738	ZNF90P1	ZNF90P1	pseudogene
3	41729360	41729525	p22.1	-1	ENSG00000252409	SCARNA21		snoRNA
3	41808107	41808411	p22.1	-1	ENSG00000222942	RN7SKP58	RN7SKP58	misc_RNA
3	101133072	101133477	q12.3	1	ENSG00000232830	RP11-144C15.1		pseudogene
3	41900842	41901086	p22.1	-1	ENSG00000223513	ATP6V0E1P2	ATP6V0E1P2	pseudogene
3	9799026	9811676	p25.3	-1	ENSG00000134072	CAMK1	CAMK1	protein_coding
3	41910490	41910587	p22.1	-1	ENSG00000251986	Y_RNA		misc_RNA
3	41940603	41940745	p22.1	-1	ENSG00000212145	U8		snoRNA
3	101177374	101177470	q12.3	1	ENSG00000201554	Y_RNA		misc_RNA
3	41996937	41997255	p22.1	1	ENSG00000234270	RPL36P20	RPL36P20	pseudogene
3	101220999	101221101	q12.3	1	ENSG00000238525	snoU13		snoRNA
3	42018500	42019526	p22.1	1	ENSG00000235339	RP11-626A1.1		pseudogene
3	101237711	101242731	q12.3	1	ENSG00000175841	FAM172BP	FAM172BP	pseudogene
3	42092673	42093186	p22.1	-1	ENSG00000229339	RP11-193I22.2		pseudogene
3	42187138	42187863	p22.1	-1	ENSG00000234562	TPMTP2	TPMTP2	pseudogene
3	42263332	42263457	p22.1	1	ENSG00000222872	RNU4-78P	RNU4-78P	snRNA
3	101295333	101295791	q12.3	-1	ENSG00000242299	RP11-234A1.1		pseudogene
3	42362497	42364187	p22.1	1	ENSG00000231280	SALL4P6	SALL4P6	pseudogene
3	101318087	101318488	q12.3	-1	ENSG00000243396	RP11-454H13.1		pseudogene
3	101334670	101334772	q12.3	1	ENSG00000252348	RNU6-1256P	RNU6-1256P	snRNA
3	101347154	101347250	q12.3	-1	ENSG00000212319	Y_RNA		misc_RNA
3	101366265	101366366	q12.3	1	ENSG00000201511	Y_RNA		misc_RNA
3	101380904	101381008	q12.3	-1	ENSG00000201121	Y_RNA		misc_RNA
3	101395274	101398061	q12.3	1	ENSG00000256628	ZBTB11-AS1	ZBTB11-AS1	antisense
3	101431316	101432035	q12.3	1	ENSG00000244119	PDCL3P4	PDCL3P4	pseudogene
3	101542637	101543842	q12.3	-1	ENSG00000249474	RP11-49I4.3		antisense
3	101659703	101716770	q12.3	1	ENSG00000214407	RP11-221J22.1		lincRNA
3	101673921	101674029	q12.3	1	ENSG00000202177	Y_RNA		misc_RNA
3	101679202	101716770	q12.3	1	ENSG00000241280	RP11-221J22.2		lincRNA
3	43396351	43733086	p21.33	-1	ENSG00000160746	ANO10	ANO10	protein_coding
3	158414681	158450485	q25.32	-1	ENSG00000118849	RARRES1	RARRES1	protein_coding
3	102382007	102392757	q12.3	-1	ENSG00000241754	RP11-280H21.1		lincRNA
3	102473908	102474014	q12.3	-1	ENSG00000201065	RNU6-461P	RNU6-461P	snRNA
3	102878804	102878968	q13.11	1	ENSG00000201922	RNU1-43P	RNU1-43P	snRNA
3	102959831	102960074	q13.11	1	ENSG00000236691	NDUFA4P2	NDUFA4P2	pseudogene
3	183205319	183273477	q27.1	-1	ENSG00000172578	KLHL6	KLHL6	protein_coding
3	42382080	42383859	p22.1	1	ENSG00000229572	EIF4BP4	EIF4BP4	pseudogene
3	42463638	42463730	p22.1	-1	ENSG00000239181	AC092048.1		miRNA
3	42511132	42511371	p22.1	1	ENSG00000235787	RP11-219I21.1		pseudogene
3	9821544	9834695	p25.3	-1	ENSG00000171148	TADA3	TADA3	protein_coding
3	103242877	103242960	q13.11	-1	ENSG00000265328	MIR548AB	MIR548AB	miRNA
3	143905747	143905862	q24	-1	ENSG00000222778	RNA5SP144	RNA5SP144	rRNA
3	145241325	145242202	q24	1	ENSG00000244024	RP11-622L21.1		pseudogene
3	145402359	145402879	q24	1	ENSG00000241695	GM2AP1	GM2AP1	pseudogene
3	145542044	145542526	q24	-1	ENSG00000239797	RPL21P39	RPL21P39	pseudogene
3	145657699	145679323	q24	1	ENSG00000244358	RP11-88H10.2		lincRNA
3	178865902	178957881	q26.32	1	ENSG00000121879	PIK3CA	PIK3CA	protein_coding
3	115342171	115440337	q13.31	1	ENSG00000172020	GAP43	GAP43	protein_coding
3	9834179	9849410	p25.3	1	ENSG00000241553	ARPC4	ARPC4	protein_coding
3	158449987	158547508	q25.32	1	ENSG00000118855	MFSD1	MFSD1	protein_coding
3	133292574	133309105	q22.1	1	ENSG00000091527	CDV3	CDV3	protein_coding
3	42548016	42574750	p22.1	-1	ENSG00000232354	VIPR1-AS1	VIPR1-AS1	antisense
3	42643455	42695880	p22.1	-1	ENSG00000230084	RP4-613B23.1		antisense
3	50388126	50395891	p21.31	1	ENSG00000114395	CYB561D2	CYB561D2	protein_coding
3	42717684	42717983	p22.1	-1	ENSG00000240203	RN7SL567P	RN7SL567P	misc_RNA
3	42744145	42748154	p22.1	1	ENSG00000230970	HHATL-AS1	HHATL-AS1	antisense
3	9834766	9877085	p25.3	1	ENSG00000250151	ARPC4-TTLL3	ARPC4-TTLL3	protein_coding
3	42774067	42788260	p22.1	1	ENSG00000173811	CCDC13-AS1	CCDC13-AS1	antisense
3	42812104	42815127	p22.1	1	ENSG00000225611	RP11-70C1.1		antisense
3	115521235	117716095	q13.32	-1	ENSG00000185565	LSAMP	LSAMP	protein_coding
3	42846696	42893920	p22.1	-1	ENSG00000235288	RP11-70C1.3		antisense
3	42850906	42949597	p22.1	1	ENSG00000273328	RP11-141M3.5		processed_transcript
3	42930853	42931798	p22.1	1	ENSG00000236459	HNRNPA1P22	HNRNPA1P22	pseudogene
3	42975744	42978277	p22.1	-1	ENSG00000206552	KRBOX1-AS1	KRBOX1-AS1	antisense
3	169484709	169487683	q26.2	-1	ENSG00000184378	ACTRT3	ACTRT3	protein_coding
3	50388323	50405354	p21.31	1	ENSG00000272104	XXcos-LUCA11.5		protein_coding
3	43078613	43078943	p22.1	1	ENSG00000232375	RP11-136C24.1		pseudogene
3	183353356	183402265	q27.1	1	ENSG00000114796	KLHL24	KLHL24	protein_coding
3	178957530	178984790	q26.32	-1	ENSG00000171121	KCNMB3	KCNMB3	protein_coding
3	103257479	103259331	q13.11	-1	ENSG00000240107	RP11-628J14.1		pseudogene
3	103349505	103349756	q13.11	1	ENSG00000243195	TUBBP11	TUBBP11	pseudogene
3	103773552	103773640	q13.11	-1	ENSG00000265076	AC016970.1		miRNA
3	103781883	103782426	q13.11	1	ENSG00000214405	RP11-40M23.1		pseudogene
3	133317019	133380737	q22.1	-1	ENSG00000163781	TOPBP1	TOPBP1	protein_coding
3	169490619	169507504	q26.2	1	ENSG00000085274	MYNN	MYNN	protein_coding
3	129693148	129696781	q22.1	1	ENSG00000170893	TRH	TRH	protein_coding
3	9849770	9896822	p25.3	1	ENSG00000214021	TTLL3	TTLL3	protein_coding
3	50392180	50397041	p21.31	-1	ENSG00000126062	TMEM115	TMEM115	protein_coding
3	43128971	43129560	p22.1	1	ENSG00000227245	RP11-136C24.2		lincRNA
3	43252233	43252363	p22.1	-1	ENSG00000222331	AC104434.1		miRNA
3	43356443	43356745	p22.1	1	ENSG00000241939	RN7SL517P	RN7SL517P	misc_RNA
3	43388415	43389135	p22.1	-1	ENSG00000271941	RP11-188P20.3		antisense
3	43391136	43393454	p22.1	-1	ENSG00000234617	SNRK-AS1	SNRK-AS1	antisense
3	43513969	43514088	p22.1	1	ENSG00000251811	Y_RNA		misc_RNA
3	43526464	43527372	p22.1	-1	ENSG00000223916	RP11-353H3.1		pseudogene
3	43820453	43821474	p21.33	-1	ENSG00000235886	RP4-672N11.1		lincRNA
3	130064359	130203688	q22.1	1	ENSG00000172752	COL6A5	COL6A5	protein_coding
3	104221544	104222110	q13.11	1	ENSG00000243635	RP11-281P11.1		pseudogene
3	106044584	106045140	q13.11	-1	ENSG00000244652	RP11-93B21.1		pseudogene
3	106234744	106234845	q13.12	1	ENSG00000200610	Y_RNA		misc_RNA
3	106407525	106407626	q13.12	1	ENSG00000200361	Y_RNA		misc_RNA
3	66429221	66551687	p14.1	-1	ENSG00000144749	LRIG1	LRIG1	protein_coding
3	106555658	106959488	q13.12	-1	ENSG00000242759	LINC00882	LINC00882	lincRNA
